9,1,6,3,5,7,2,8,4,5643.3,27,22,23,20,23,20,39,38,33,38,31,37,21,24,32,38,37,38,24,22,24,37,28,27,20,24,28,22,25,28,22,23,21,20,20,21,23
9,1,6,3,5,7,2,8,4,5640.9,23,20,20,30,24,24,34,32,37,25,21,39,25,23,38,20,26,23,39,34,20,22,21,21,36,27,23,30,23,24,25,22,34,32,20,22,21,20
9,1,6,3,5,7,2,8,4,5634.6,21,27,30,30,20,28,36,20,20,29,28,21,21,39,32,20,20,38,31,20,20,31,32,33,31,33,20,20,36,29,38,31,25,21,25,22,22
9,1,6,3,5,7,2,8,4,5628.1,25,37,25,22,29,31,22,26,31,26,24,39,28,23,21,26,32,27,28,20,32,38,32,23,33,32,26,30,33,22,31,25,20,20,21,20,20
9,1,6,3,5,7,2,8,4,5612.9,20,24,32,21,25,28,38,24,37,34,27,29,23,20,37,38,35,21,30,37,28,20,39,34,39,29,21,21,25,32,28,20,21,22,21,20
9,1,6,3,5,7,2,8,4,5612.0,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,27,20,21,26,22,37,35,36,24,23,38,25,20,23,28,33,23,25,20,20,22,20
9,1,6,3,5,7,2,8,4,5612.0,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,21,23,21,23,22,34,35,36,21,20,41,31,20,26,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5612.0,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,21,23,21,23,22,34,35,36,21,20,41,31,20,26,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5612.0,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,21,23,21,23,22,34,35,36,21,20,41,31,20,26,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5610.7,20,20,38,30,21,22,33,37,42,31,37,26,20,38,33,27,26,42,20,24,27,38,29,28,26,20,21,25,31,35,25,23,21,21,22,21
9,1,6,3,5,7,2,8,4,5610.3,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,27,23,21,26,22,37,35,33,21,23,38,25,20,23,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5610.3,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,27,23,21,26,22,37,35,33,21,23,38,25,20,23,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5610.3,22,21,23,32,28,31,40,26,29,20,24,37,39,39,21,27,23,21,26,22,37,35,33,21,23,38,25,20,23,28,33,23,25,20,23,22,20
9,1,6,3,5,7,2,8,4,5609.3,20,20,35,27,21,22,30,34,42,34,34,26,20,38,33,27,23,42,20,24,33,38,35,28,26,20,21,25,31,35,25,23,21,24,22,21
9,1,6,3,5,7,2,8,4,5608.5,20,20,35,27,21,22,30,37,42,34,34,26,20,38,33,27,26,42,20,21,30,35,35,31,26,20,24,22,31,35,25,23,21,24,22,21
9,1,6,3,5,7,2,8,4,5605.7,20,20,38,30,21,22,33,37,42,34,34,26,20,38,33,27,26,42,20,21,27,44,26,28,29,20,21,22,31,35,25,23,21,21,22,21
9,1,6,3,5,7,2,8,4,5604.2,20,20,35,27,21,22,24,37,42,34,34,26,20,38,33,27,26,42,20,27,30,44,32,28,20,20,21,25,31,35,25,26,21,24,22,21
9,1,6,3,5,7,2,8,4,5602.2,20,20,35,27,21,22,33,34,45,37,34,26,20,38,33,27,26,42,20,24,33,38,29,31,23,20,21,28,28,32,22,20,24,24,22,21
9,1,6,3,5,7,2,8,4,5601.5,20,20,35,27,21,22,33,34,45,37,40,26,20,38,33,27,26,42,20,24,33,38,29,28,23,20,21,28,28,32,22,20,21,24,22,21
9,1,6,3,5,7,2,8,4,5600.5,20,20,35,27,21,22,33,34,45,37,37,23,20,41,33,33,26,42,20,24,33,38,29,25,23,20,21,28,28,32,22,20,21,24,22,21
9,1,6,3,5,7,2,8,4,5600.3,20,20,35,27,21,22,33,34,45,37,40,26,20,38,33,27,26,42,20,27,33,41,26,22,32,20,21,22,28,32,22,20,21,24,22,21
9,1,6,3,5,7,2,8,4,5599.7,20,20,35,27,21,22,33,34,45,37,40,26,20,38,33,27,26,42,20,24,33,38,29,25,23,23,27,25,22,32,28,20,21,21,22,21
1,3,6,9,5,7,2,4,8,5598.2,20,20,35,27,21,22,33,34,45,37,39,27,21,38,33,27,26,42,21,24,33,38,29,25,24,22,28,25,22,32,28,20,20,21,21,20
1,3,6,9,5,7,2,4,8,5597.9,20,20,35,27,21,22,32,34,45,37,40,26,21,38,33,28,26,42,20,24,33,38,30,24,25,23,27,25,22,32,29,20,20,21,20,20
1,3,6,9,5,7,2,4,8,5596.8,20,20,35,27,21,22,34,34,45,37,40,25,20,38,33,27,27,42,21,26,33,37,29,24,24,22,28,24,22,32,28,20,20,21,22,20
1,3,6,9,5,7,2,4,8,5595.5,20,20,35,27,21,22,34,34,45,37,40,25,20,38,33,27,27,42,21,26,33,37,29,24,23,22,28,24,22,32,29,20,20,21,22,20
1,3,6,9,5,7,2,4,8,5594.6,20,20,35,28,22,21,34,34,45,37,40,25,20,38,33,27,27,41,21,25,32,38,29,24,23,23,27,25,23,32,28,20,20,21,22,20
1,3,6,9,5,7,2,4,8,5594.1,20,20,35,27,21,22,33,34,45,37,40,25,20,38,33,27,27,42,21,26,33,38,29,24,23,22,28,24,22,32,29,20,20,21,22,20
1,3,6,9,5,7,2,4,8,5592.6,20,20,35,27,21,22,33,34,45,37,40,25,20,38,33,27,27,42,21,27,33,38,29,24,23,22,28,24,22,32,29,20,20,21,21,20
1,3,6,9,5,7,2,4,8,5591.6,20,20,35,27,21,22,32,34,45,37,40,25,20,38,33,27,27,42,21,28,33,38,29,24,23,22,28,24,22,32,29,20,20,21,21,20
