Tick	Task	Batch	Action	Finish Time	Outputbuffer Size
466.0	Task 6	3	LOADED	483.5	20
466.0	Task 7	2	LOADED	486.0	0
475.0	Task 8	1	UNLOADED	20
476.0	Task 4	4	LOADED	557.0	0
484.5	Task 6	3	UNLOADED	35
485.5	Task 9	1	LOADED	491.5	0
487.0	Task 7	2	UNLOADED	20
488.0	Task 7	3	LOADED	523.0	20
492.5	Task 9	1	UNLOADED	20
524.0	Task 7	3	UNLOADED	55
525.0	Task 2	5	LOADED	598.5	0
558.0	Task 4	4	UNLOADED	27
559.0	Task 8	2	LOADED	597.0	0
598.0	Task 8	2	UNLOADED	20
599.0	Task 9	2	LOADED	605.0	20
599.0	Task 5	4	LOADED	620.6	0
599.0	Task 8	3	LOADED	665.5	0
599.5	Task 5	4	UNLOADED	27
606.0	Task 9	2	UNLOADED	40
607.0	Task 6	4	LOADED	620.5	0
621.5	Task 6	4	UNLOADED	27
621.6	Task 2	5	UNLOADED	21
622.5	Task 3	5	LOADED	647.7	0
622.5	Task 7	4	LOADED	649.5	0
648.7	Task 3	5	UNLOADED	21
649.7	Task 2	6	LOADED	726.7	0
650.5	Task 7	4	UNLOADED	27
651.5	Task 1	9	LOADED	674.0	65
666.5	Task 8	3	UNLOADED	35
667.5	Task 4	5	LOADED	730.5	0
675.0	Task 1	9	UNLOADED	110
676.0	Task 9	3	LOADED	686.5	40
687.5	Task 9	3	UNLOADED	75
727.7	Task 2	6	UNLOADED	22
728.7	Task 3	6	LOADED	755.1	0
728.7	Task 2	7	LOADED	837.2	0
731.5	Task 4	5	UNLOADED	21
732.5	Task 8	4	LOADED	783.8	0
756.1	Task 3	6	UNLOADED	22
757.1	Task 1	10	LOADED	775.6	79
776.6	Task 1	10	UNLOADED	116
784.8	Task 8	4	UNLOADED	27
785.8	Task 9	4	LOADED	793.9	75
785.8	Task 4	6	LOADED	851.8	21
794.9	Task 9	4	UNLOADED	102
838.2	Task 2	7	UNLOADED	31
839.2	Task 3	7	LOADED	876.4	0
839.2	Task 5	5	LOADED	856.0	0
852.8	Task 4	6	UNLOADED	22
857.0	Task 5	5	UNLOADED	21
858.0	Task 5	6	LOADED	875.6	21
876.6	Task 5	6	UNLOADED	43
877.4	Task 3	7	UNLOADED	31
877.6	Task 2	8	LOADED	996.6	0
877.6	Task 4	7	LOADED	970.6	0
877.6	Task 6	5	LOADED	888.1	0
889.1	Task 6	5	UNLOADED	21
890.1	Task 6	6	LOADED	901.1	21
902.1	Task 6	6	UNLOADED	43
971.6	Task 4	7	UNLOADED	31
997.6	Task 2	8	UNLOADED	34
998.6	Task 3	8	LOADED	1039.4	0
998.6	Task 5	7	LOADED	1023.4	0
1024.4	Task 5	7	UNLOADED	31
1025.4	Task 7	5	LOADED	1046.4	0
1040.4	Task 3	8	UNLOADED	34
1041.4	Task 6	7	LOADED	1056.9	22
1041.4	Task 4	8	LOADED	1143.4	0
1047.4	Task 7	5	UNLOADED	21
1048.4	Task 7	6	LOADED	1070.4	21
1057.9	Task 6	7	UNLOADED	31
1071.4	Task 7	6	UNLOADED	43
1072.4	Task 7	7	LOADED	1103.4	43
1104.4	Task 7	7	UNLOADED	74
1105.4	Task 2	9	LOADED	1262.9	0
1144.4	Task 4	8	UNLOADED	34
1145.4	Task 1	11	LOADED	1165.4	37
1145.4	Task 8	5	LOADED	1185.4	0
1166.4	Task 1	11	UNLOADED	77
1167.4	Task 1	12	LOADED	1179.9	77
1180.9	Task 1	12	UNLOADED	102
1186.4	Task 8	5	UNLOADED	21
1187.4	Task 9	5	LOADED	1193.7	102
1187.4	Task 8	6	LOADED	1229.2	0
1194.7	Task 9	5	UNLOADED	123
1230.2	Task 8	6	UNLOADED	22
1231.2	Task 9	6	LOADED	1237.8	123
1231.2	Task 8	7	LOADED	1290.2	0
1238.8	Task 9	6	UNLOADED	145
1263.9	Task 2	9	UNLOADED	45
1264.9	Task 3	9	LOADED	1318.9	0
1264.9	Task 5	8	LOADED	1292.2	0
1291.2	Task 8	7	UNLOADED	31
1292.2	Task 2	10	LOADED	1421.7	0
1293.2	Task 5	8	UNLOADED	34
1319.9	Task 3	9	UNLOADED	45
1320.9	Task 1	13	LOADED	1330.9	65
1320.9	Task 4	9	LOADED	1455.9	0
1331.9	Task 1	13	UNLOADED	85
1332.9	Task 6	8	LOADED	1349.9	0
1350.9	Task 6	8	UNLOADED	34
1351.9	Task 9	7	LOADED	1361.2	145
1362.2	Task 9	7	UNLOADED	176
1422.7	Task 2	10	UNLOADED	37
1423.7	Task 3	10	LOADED	1468.2	0
1423.7	Task 7	8	LOADED	1457.7	0
1456.9	Task 4	9	UNLOADED	45
1457.9	Task 5	9	LOADED	1493.9	0
1458.7	Task 5	9	UNLOADED	45
1469.2	Task 3	10	UNLOADED	37
1470.2	Task 6	9	LOADED	1492.7	0
1470.2	Task 4	10	LOADED	1581.2	0
1493.7	Task 6	9	UNLOADED	45
1494.7	Task 2	11	LOADED	1634.7	0
1494.9	Task 7	8	UNLOADED	34
1495.9	Task 1	14	LOADED	1514.9	45
1515.9	Task 1	14	UNLOADED	83
1516.9	Task 1	15	LOADED	1533.4	83
1534.4	Task 1	15	UNLOADED	116
1582.2	Task 4	10	UNLOADED	37
1583.2	Task 8	8	LOADED	1647.8	0
1635.7	Task 2	11	UNLOADED	40
1636.7	Task 3	11	LOADED	1684.7	0
1636.7	Task 5	10	LOADED	1666.3	0
1648.8	Task 8	8	UNLOADED	34
1667.3	Task 5	10	UNLOADED	37
1668.3	Task 7	9	LOADED	1713.3	0
1685.7	Task 3	11	UNLOADED	40
1686.7	Task 6	10	LOADED	1705.2	0
1686.7	Task 4	11	LOADED	1806.7	0
1706.2	Task 6	10	UNLOADED	37
1707.2	Task 9	8	LOADED	1717.4	176
1714.3	Task 7	9	UNLOADED	45
1715.3	Task 7	10	LOADED	1752.3	45
1718.4	Task 9	8	UNLOADED	210
1753.3	Task 7	10	UNLOADED	82
1754.3	Task 2	12	LOADED	1841.8	0
1807.7	Task 4	11	UNLOADED	40
1808.7	Task 1	16	LOADED	1822.2	91
1808.7	Task 8	9	LOADED	1894.2	0
1823.2	Task 1	16	UNLOADED	118
1842.8	Task 2	12	UNLOADED	25
1843.8	Task 3	12	LOADED	1873.8	0
1843.8	Task 5	11	LOADED	1875.8	0
1874.8	Task 3	12	UNLOADED	25
1875.8	Task 2	13	LOADED	1945.8	0
1876.8	Task 5	11	UNLOADED	40
1877.8	Task 6	11	LOADED	1897.8	0
1895.2	Task 8	9	UNLOADED	45
1896.2	Task 4	12	LOADED	1971.2	0
1898.8	Task 6	11	UNLOADED	40
1899.8	Task 9	9	LOADED	1913.3	210
1914.3	Task 9	9	UNLOADED	255
1946.8	Task 2	13	UNLOADED	20
1947.8	Task 3	13	LOADED	1971.8	0
1947.8	Task 7	11	LOADED	1987.8	37
1972.2	Task 4	12	UNLOADED	25
1972.8	Task 3	13	UNLOADED	20
1973.2	Task 4	13	LOADED	2033.2	25
1988.8	Task 7	11	UNLOADED	77
1989.8	Task 5	12	LOADED	2009.8	0
2010.8	Task 5	12	UNLOADED	25
2011.8	Task 6	12	LOADED	2024.3	0
2011.8	Task 2	14	LOADED	2144.8	0
2025.3	Task 6	12	UNLOADED	25
2026.3	Task 1	17	LOADED	2039.8	60
2034.2	Task 4	13	UNLOADED	20
2035.2	Task 8	10	LOADED	2105.5	0
2040.8	Task 1	17	UNLOADED	87
2106.5	Task 8	10	UNLOADED	37
2107.5	Task 9	10	LOADED	2118.6	255
2107.5	Task 8	11	LOADED	2183.5	0
2119.6	Task 9	10	UNLOADED	292
2145.8	Task 2	14	UNLOADED	38
2146.8	Task 3	14	LOADED	2192.4	0
2146.8	Task 5	13	LOADED	2162.8	0
2163.8	Task 5	13	UNLOADED	20
2164.8	Task 7	12	LOADED	2189.8	0
2184.5	Task 8	11	UNLOADED	40
2190.8	Task 7	12	UNLOADED	25
2191.8	Task 2	15	LOADED	2307.3	0
2191.8	Task 8	12	LOADED	2239.3	40
2193.4	Task 3	14	UNLOADED	38
2194.4	Task 1	18	LOADED	2215.4	54
2216.4	Task 1	18	UNLOADED	96
2217.4	Task 1	19	LOADED	2227.9	96
2228.9	Task 1	19	UNLOADED	117
2229.9	Task 6	13	LOADED	2239.9	0
2240.3	Task 8	12	UNLOADED	65
2240.9	Task 6	13	UNLOADED	20
2241.3	Task 9	11	LOADED	2253.3	292
2241.3	Task 4	14	LOADED	2355.3	0
2254.3	Task 9	11	UNLOADED	332
2255.3	Task 9	12	LOADED	2262.8	332
2263.8	Task 9	12	UNLOADED	357
2308.3	Task 2	15	UNLOADED	33
2309.3	Task 3	15	LOADED	2348.9	0
2309.3	Task 7	13	LOADED	2329.3	0
2330.3	Task 7	13	UNLOADED	20
2331.3	Task 2	16	LOADED	2425.8	0
2349.9	Task 3	15	UNLOADED	33
2350.9	Task 1	20	LOADED	2364.9	90
2356.3	Task 4	14	UNLOADED	38
2357.3	Task 4	15	LOADED	2456.3	38
2365.9	Task 1	20	UNLOADED	118
2426.8	Task 2	16	UNLOADED	27
2427.8	Task 3	16	LOADED	2460.3	0
2427.8	Task 5	14	LOADED	2458.3	0
2457.3	Task 4	15	UNLOADED	33
2458.3	Task 2	17	LOADED	2552.8	0
2458.3	Task 8	13	LOADED	2496.3	0
2459.3	Task 5	14	UNLOADED	38
2460.3	Task 6	14	LOADED	2479.3	0
2461.3	Task 3	16	UNLOADED	27
2480.3	Task 6	14	UNLOADED	38
2497.3	Task 8	13	UNLOADED	20
2498.3	Task 9	13	LOADED	2504.3	357
2498.3	Task 4	16	LOADED	2579.3	33
2505.3	Task 9	13	UNLOADED	377
2553.8	Task 2	17	UNLOADED	27
2554.8	Task 3	17	LOADED	2587.3	0
2554.8	Task 5	15	LOADED	2581.3	0
2580.3	Task 4	16	UNLOADED	27
2581.3	Task 7	14	LOADED	2619.3	0
2582.3	Task 5	15	UNLOADED	33
2588.3	Task 3	17	UNLOADED	27
2589.3	Task 6	15	LOADED	2605.8	0
2589.3	Task 4	17	LOADED	2670.3	27
2606.8	Task 6	15	UNLOADED	33
2620.3	Task 7	14	UNLOADED	38
2621.3	Task 5	16	LOADED	2642.9	0
2643.9	Task 5	16	UNLOADED	27
2644.9	Task 6	16	LOADED	2658.4	33
2644.9	Task 7	15	LOADED	2677.9	38
2659.4	Task 6	16	UNLOADED	27
2671.3	Task 4	17	UNLOADED	27
2672.3	Task 8	14	LOADED	2744.5	0
2678.9	Task 7	15	UNLOADED	33
2679.9	Task 5	17	LOADED	2701.5	0
2702.5	Task 5	17	UNLOADED	27
2703.5	Task 6	17	LOADED	2717.0	27
2703.5	Task 7	16	LOADED	2730.5	33
2718.0	Task 6	17	UNLOADED	27
2731.5	Task 7	16	UNLOADED	60
2732.5	Task 7	17	LOADED	2759.5	60
2745.5	Task 8	14	UNLOADED	38
2746.5	Task 9	14	LOADED	2757.9	377
2746.5	Task 8	15	LOADED	2809.2	0
2758.9	Task 9	14	UNLOADED	415
2759.9	Task 2	18	LOADED	2906.9	0
2760.5	Task 7	17	UNLOADED	54
2761.5	Task 1	21	LOADED	2778.0	49
2779.0	Task 1	21	UNLOADED	82
2780.0	Task 1	22	LOADED	2799.0	82
2800.0	Task 1	22	UNLOADED	120
2810.2	Task 8	15	UNLOADED	33
2811.2	Task 9	15	LOADED	2821.1	415
2811.2	Task 8	16	LOADED	2862.5	0
2822.1	Task 9	15	UNLOADED	448
2863.5	Task 8	16	UNLOADED	27
2864.5	Task 9	16	LOADED	2872.6	448
2864.5	Task 8	17	LOADED	2915.8	0
2873.6	Task 9	16	UNLOADED	475
2907.9	Task 2	18	UNLOADED	42
2908.9	Task 3	18	LOADED	2959.3	0
2908.9	Task 2	19	LOADED	2982.4	0
2916.8	Task 8	17	UNLOADED	27
2960.3	Task 3	18	UNLOADED	42
2961.3	Task 9	17	LOADED	2969.4	475
2961.3	Task 4	18	LOADED	3087.3	0
2970.4	Task 9	17	UNLOADED	502
2983.4	Task 2	19	UNLOADED	21
2984.4	Task 3	19	LOADED	3009.6	0
2984.4	Task 2	20	LOADED	3082.4	0
3010.6	Task 3	19	UNLOADED	21
3011.6	Task 1	23	LOADED	3026.6	71
3027.6	Task 1	23	UNLOADED	101
3083.4	Task 2	20	UNLOADED	28
3084.4	Task 3	20	LOADED	3118.0	21
3084.4	Task 2	21	LOADED	3199.9	0
3088.3	Task 4	18	UNLOADED	42
3089.3	Task 4	19	LOADED	3152.3	42
3119.0	Task 3	20	UNLOADED	28
3120.0	Task 1	24	LOADED	3132.0	68
3133.0	Task 1	24	UNLOADED	92
3134.0	Task 1	25	LOADED	3145.5	92
3146.5	Task 1	25	UNLOADED	115
3153.3	Task 4	19	UNLOADED	63
3154.3	Task 4	20	LOADED	3238.3	63
3200.9	Task 2	21	UNLOADED	33
3201.9	Task 3	21	LOADED	3241.5	0
3201.9	Task 5	18	LOADED	3235.5	0
3236.5	Task 5	18	UNLOADED	42
3237.5	Task 5	19	LOADED	3254.3	42
3239.3	Task 4	20	UNLOADED	28
3242.5	Task 3	21	UNLOADED	33
3243.5	Task 6	18	LOADED	3264.5	0
3243.5	Task 4	21	LOADED	3342.5	28
3255.3	Task 5	19	UNLOADED	21
3256.3	Task 5	20	LOADED	3278.7	21
3265.5	Task 6	18	UNLOADED	42
3266.5	Task 6	19	LOADED	3277.0	42
3278.0	Task 6	19	UNLOADED	63
3279.0	Task 7	18	LOADED	3321.0	0
3279.7	Task 5	20	UNLOADED	28
3280.7	Task 6	20	LOADED	3294.7	21
3295.7	Task 6	20	UNLOADED	49
3322.0	Task 7	18	UNLOADED	42
3323.0	Task 7	19	LOADED	3344.0	42
3343.5	Task 4	21	UNLOADED	33
3344.5	Task 5	21	LOADED	3370.9	0
3344.5	Task 8	18	LOADED	3424.3	0
3345.0	Task 5	21	UNLOADED	33
3346.0	Task 6	21	LOADED	3362.5	28
3363.5	Task 6	21	UNLOADED	61
3371.9	Task 7	19	UNLOADED	21
3372.9	Task 7	20	LOADED	3400.9	21
3401.9	Task 7	20	UNLOADED	49
3402.9	Task 7	21	LOADED	3435.9	49
3425.3	Task 8	18	UNLOADED	42
3426.3	Task 9	18	LOADED	3438.9	502
3426.3	Task 8	19	LOADED	3466.2	0
3436.9	Task 7	21	UNLOADED	61
3437.9	Task 2	22	LOADED	3570.9	0
3439.9	Task 9	18	UNLOADED	544
3440.9	Task 1	26	LOADED	3451.9	77
3452.9	Task 1	26	UNLOADED	99
3467.2	Task 8	19	UNLOADED	21
3468.2	Task 9	19	LOADED	3474.5	544
3468.2	Task 8	20	LOADED	3521.4	0
3475.5	Task 9	19	UNLOADED	565
3522.4	Task 8	20	UNLOADED	28
3523.4	Task 9	20	LOADED	3531.8	565
3523.4	Task 8	21	LOADED	3586.1	0
3532.8	Task 9	20	UNLOADED	593
3571.9	Task 2	22	UNLOADED	38
3572.9	Task 3	22	LOADED	3618.5	0
3572.9	Task 2	23	LOADED	3677.9	0
3587.1	Task 8	21	UNLOADED	33
3619.5	Task 3	22	UNLOADED	38
3620.5	Task 1	27	LOADED	3634.5	69
3620.5	Task 4	22	LOADED	3734.5	0
3635.5	Task 1	27	UNLOADED	97
3636.5	Task 9	21	LOADED	3646.4	593
3647.4	Task 9	21	UNLOADED	626
3678.9	Task 2	23	UNLOADED	30
3679.9	Task 3	23	LOADED	3715.9	0
3679.9	Task 2	24	LOADED	3763.9	0
3716.9	Task 3	23	UNLOADED	30
3717.9	Task 1	28	LOADED	3729.9	73
3730.9	Task 1	28	UNLOADED	97
3731.9	Task 1	29	LOADED	3742.9	97
3735.5	Task 4	22	UNLOADED	38
3736.5	Task 4	23	LOADED	3826.5	38
3743.9	Task 1	29	UNLOADED	119
3764.9	Task 2	24	UNLOADED	24
3765.9	Task 3	24	LOADED	3794.7	0
3765.9	Task 5	22	LOADED	3796.3	0
3795.7	Task 3	24	UNLOADED	24
3796.7	Task 2	25	LOADED	3877.2	0
3797.3	Task 5	22	UNLOADED	38
3798.3	Task 6	22	LOADED	3817.3	0
3818.3	Task 6	22	UNLOADED	38
3827.5	Task 4	23	UNLOADED	30
3828.5	Task 4	24	LOADED	3900.5	30
3878.2	Task 2	25	UNLOADED	23
3879.2	Task 3	25	LOADED	3906.8	0
3879.2	Task 5	23	LOADED	3903.2	0
3901.5	Task 4	24	UNLOADED	24
3904.2	Task 5	23	UNLOADED	30
3905.2	Task 5	24	LOADED	3924.4	30
3907.8	Task 3	25	UNLOADED	23
3908.8	Task 6	23	LOADED	3923.8	38
3908.8	Task 4	25	LOADED	3977.8	0
3924.8	Task 6	23	UNLOADED	68
3925.4	Task 5	24	UNLOADED	24
3925.8	Task 6	24	LOADED	3937.8	68
3925.8	Task 7	22	LOADED	3963.8	0
3938.8	Task 6	24	UNLOADED	54
3964.8	Task 7	22	UNLOADED	38
3965.8	Task 7	23	LOADED	3995.8	38
3978.8	Task 4	25	UNLOADED	23
3979.8	Task 8	22	LOADED	4052.0	0
3996.8	Task 7	23	UNLOADED	30
3997.8	Task 5	25	LOADED	4016.2	0
4017.2	Task 5	25	UNLOADED	23
4018.2	Task 6	25	LOADED	4029.7	24
4018.2	Task 7	24	LOADED	4042.2	30
4030.7	Task 6	25	UNLOADED	23
4043.2	Task 7	24	UNLOADED	54
4044.2	Task 7	25	LOADED	4067.2	54
4053.0	Task 8	22	UNLOADED	38
4054.0	Task 9	22	LOADED	4065.4	626
4054.0	Task 8	23	LOADED	4111.0	0
4066.4	Task 9	22	UNLOADED	664
4067.4	Task 2	26	LOADED	4144.4	0
4068.2	Task 7	25	UNLOADED	47
4069.2	Task 1	30	LOADED	4085.2	74
4086.2	Task 1	30	UNLOADED	106
4112.0	Task 8	23	UNLOADED	30
4113.0	Task 9	23	LOADED	4122.0	664
4113.0	Task 8	24	LOADED	4158.6	0
4123.0	Task 9	23	UNLOADED	694
4145.4	Task 2	26	UNLOADED	22
4146.4	Task 3	26	LOADED	4172.8	0
4146.4	Task 2	27	LOADED	4244.4	0
4159.6	Task 8	24	UNLOADED	24
4160.6	Task 8	25	LOADED	4204.3	24
4173.8	Task 3	26	UNLOADED	22
4174.8	Task 1	31	LOADED	4188.8	78
4189.8	Task 1	31	UNLOADED	106
4190.8	Task 9	24	LOADED	4198.0	694
4199.0	Task 9	24	UNLOADED	718
4205.3	Task 8	25	UNLOADED	23
4206.3	Task 9	25	LOADED	4213.2	718
4206.3	Task 4	26	LOADED	4272.3	0
4214.2	Task 9	25	UNLOADED	741
4245.4	Task 2	27	UNLOADED	28
4246.4	Task 3	27	LOADED	4280.0	0
4246.4	Task 2	28	LOADED	4330.4	0
4273.3	Task 4	26	UNLOADED	22
4281.0	Task 3	27	UNLOADED	28
4282.0	Task 1	32	LOADED	4292.0	82
4282.0	Task 4	27	LOADED	4366.0	22
4293.0	Task 1	32	UNLOADED	102
4331.4	Task 2	28	UNLOADED	24
4332.4	Task 3	28	LOADED	4361.2	0
4332.4	Task 5	26	LOADED	4350.0	0
4351.0	Task 5	26	UNLOADED	22
4352.0	Task 2	29	LOADED	4429.0	0
4362.2	Task 3	28	UNLOADED	24
4363.2	Task 1	33	LOADED	4373.2	80
4367.0	Task 4	27	UNLOADED	28
4368.0	Task 4	28	LOADED	4440.0	28
4374.2	Task 1	33	UNLOADED	100
4375.2	Task 6	26	LOADED	4386.2	0
4387.2	Task 6	26	UNLOADED	22
4430.0	Task 2	29	UNLOADED	22
4431.0	Task 3	29	LOADED	4457.4	0
4431.0	Task 5	27	LOADED	4453.4	0
4441.0	Task 4	28	UNLOADED	24
4454.4	Task 5	27	UNLOADED	28
4455.4	Task 5	28	LOADED	4474.6	28
4458.4	Task 3	29	UNLOADED	22
4459.4	Task 6	27	LOADED	4473.4	22
4459.4	Task 4	29	LOADED	4525.4	0
4474.4	Task 6	27	UNLOADED	50
4475.4	Task 7	26	LOADED	4497.4	0
4475.6	Task 5	28	UNLOADED	24
4476.6	Task 6	28	LOADED	4488.6	28
4489.6	Task 6	28	UNLOADED	52
4498.4	Task 7	26	UNLOADED	22
4499.4	Task 7	27	LOADED	4527.4	22
4526.4	Task 4	29	UNLOADED	22
4527.4	Task 5	29	LOADED	4545.0	0
4527.4	Task 8	26	LOADED	4569.2	0
4528.4	Task 5	29	UNLOADED	22
4529.4	Task 6	29	LOADED	4540.4	24
4541.4	Task 6	29	UNLOADED	46
4546.0	Task 7	27	UNLOADED	28
4547.0	Task 7	28	LOADED	4571.0	28
4570.2	Task 8	26	UNLOADED	22
4571.2	Task 9	26	LOADED	4577.8	741
4571.2	Task 2	30	LOADED	4683.2	0
4571.2	Task 8	27	LOADED	4624.4	0
4572.0	Task 7	28	UNLOADED	24
4578.8	Task 9	26	UNLOADED	763
4579.8	Task 1	34	LOADED	4590.8	68
4591.8	Task 1	34	UNLOADED	90
4592.8	Task 1	35	LOADED	4603.3	90
4604.3	Task 1	35	UNLOADED	111
4625.4	Task 8	27	UNLOADED	28
4626.4	Task 9	27	LOADED	4634.8	763
4626.4	Task 8	28	LOADED	4672.0	0
4635.8	Task 9	27	UNLOADED	791
4673.0	Task 8	28	UNLOADED	24
4674.0	Task 9	28	LOADED	4681.2	791
4682.2	Task 9	28	UNLOADED	815
4683.2	Task 7	29	LOADED	4705.2	0
4684.2	Task 7	29	UNLOADED	22
4685.2	Task 8	29	LOADED	4727.0	0
4706.2	Task 2	30	UNLOADED	32
4707.2	Task 3	30	LOADED	4745.6	0
4707.2	Task 2	31	LOADED	4805.2	0
4728.0	Task 8	29	UNLOADED	22
4746.6	Task 3	30	UNLOADED	32
4747.6	Task 1	36	LOADED	4757.6	83
4747.6	Task 4	30	LOADED	4843.6	0
4758.6	Task 1	36	UNLOADED	103
4759.6	Task 9	29	LOADED	4766.3	815
4767.3	Task 9	29	UNLOADED	837
4806.2	Task 2	31	UNLOADED	28
4807.2	Task 3	31	LOADED	4840.8	0
4807.2	Task 2	32	LOADED	4877.2	0
4841.8	Task 3	31	UNLOADED	28
4844.6	Task 4	30	UNLOADED	32
4845.6	Task 4	31	LOADED	4929.6	32
4878.2	Task 2	32	UNLOADED	20
4879.2	Task 3	32	LOADED	4903.2	0
4879.2	Task 5	30	LOADED	4904.8	0
4904.2	Task 3	32	UNLOADED	20
4905.2	Task 2	33	LOADED	4975.2	0
4905.8	Task 5	30	UNLOADED	32
4906.8	Task 6	30	LOADED	4922.8	0
4923.8	Task 6	30	UNLOADED	32
4930.6	Task 4	31	UNLOADED	28
4931.6	Task 4	32	LOADED	4991.6	28
4976.2	Task 2	33	UNLOADED	20
4977.2	Task 3	33	LOADED	5001.2	0
4977.2	Task 5	31	LOADED	4999.6	0
4992.6	Task 4	32	UNLOADED	20
5000.6	Task 5	31	UNLOADED	28
5001.6	Task 6	31	LOADED	5015.6	32
5001.6	Task 5	32	LOADED	5017.6	0
5002.2	Task 3	33	UNLOADED	20
5003.2	Task 4	33	LOADED	5063.2	0
5016.6	Task 6	31	UNLOADED	60
5017.6	Task 7	30	LOADED	5049.6	0
5018.6	Task 5	32	UNLOADED	20
5019.6	Task 6	32	LOADED	5029.6	28
5030.6	Task 6	32	UNLOADED	48
5050.6	Task 7	30	UNLOADED	32
5051.6	Task 7	31	LOADED	5079.6	32
5064.2	Task 4	33	UNLOADED	20
5065.2	Task 8	30	LOADED	5126.0	0
5080.6	Task 7	31	UNLOADED	28
5081.6	Task 5	33	LOADED	5097.6	0
5098.6	Task 5	33	UNLOADED	20
5099.6	Task 6	33	LOADED	5109.6	20
5099.6	Task 7	32	LOADED	5119.6	28
5110.6	Task 6	33	UNLOADED	20
5120.6	Task 7	32	UNLOADED	48
5121.6	Task 7	33	LOADED	5141.6	48
5127.0	Task 8	30	UNLOADED	32
5128.0	Task 9	30	LOADED	5137.6	837
5128.0	Task 8	31	LOADED	5181.2	0
5138.6	Task 9	30	UNLOADED	869
5142.6	Task 7	33	UNLOADED	40
5143.6	Task 2	34	LOADED	5220.6	0
5182.2	Task 8	31	UNLOADED	28
5183.2	Task 9	31	LOADED	5191.6	869
5183.2	Task 8	32	LOADED	5221.2	0
5192.6	Task 9	31	UNLOADED	897
5221.6	Task 2	34	UNLOADED	22
5222.2	Task 8	32	UNLOADED	20
5222.6	Task 2	35	LOADED	5296.1	22
5222.6	Task 8	33	LOADED	5260.6	20
5222.6	Task 3	34	LOADED	5249.0	0
5250.0	Task 3	34	UNLOADED	22
5251.0	Task 9	32	LOADED	5257.0	897
5258.0	Task 9	32	UNLOADED	917
5261.6	Task 8	33	UNLOADED	20
5262.6	Task 9	33	LOADED	5268.6	917
5262.6	Task 4	34	LOADED	5328.6	0
5269.6	Task 9	33	UNLOADED	937
5297.1	Task 2	35	UNLOADED	21
5298.1	Task 3	35	LOADED	5323.3	0
5298.1	Task 2	36	LOADED	5368.1	0
5324.3	Task 3	35	UNLOADED	21
5329.6	Task 4	34	UNLOADED	22
5330.6	Task 4	35	LOADED	5393.6	22
5369.1	Task 2	36	UNLOADED	20
5370.1	Task 3	36	LOADED	5394.1	0
5370.1	Task 5	34	LOADED	5387.8	0
5388.8	Task 5	34	UNLOADED	22
5394.6	Task 4	35	UNLOADED	21
5395.1	Task 3	36	UNLOADED	20
5395.6	Task 5	35	LOADED	5412.5	22
5395.6	Task 4	36	LOADED	5455.6	0
5395.6	Task 6	34	LOADED	5406.6	0
5407.6	Task 6	34	UNLOADED	22
5413.5	Task 5	35	UNLOADED	21
5414.5	Task 6	35	LOADED	5425.0	22
5414.5	Task 7	34	LOADED	5436.5	0
5426.0	Task 6	35	UNLOADED	21
5437.5	Task 7	34	UNLOADED	22
